              1        346.773       1178.725
              2        352.773       1021.885
              3        152.273       1195.455
              4        327.773       1157.384
              5        328.273        970.315
              6        347.773       1104.584
              7        232.273       1197.255
              8        297.773       1265.584
              9        229.773       1107.604
             10        257.773        865.185
             11        168.773       1077.145
             12        214.773       1180.205
             13        192.773       1292.284
             14        257.773       1107.685
             15        293.773       1314.645
             16        178.273       1161.814
             17        273.273       1008.514
             18        212.773       1177.485
             19        217.773       1186.284
             20        265.273       1242.134
             21        266.273       1345.995
             22        226.773       1154.524
             23        379.773        912.605
             24        194.773       1089.005
             25        213.273       1214.915
             26        207.773       1151.185
             27        393.773       1057.645
             28        220.773       1303.364
             29        207.773       1119.185
             30        172.773       1106.584
             31        230.646       1165.361
             32        931.773        331.825
             33        230.646       1165.361
             34        184.273       1194.475
             35        317.273       1279.854
             36        202.273       1218.955
             37        160.773       1286.764
             38        184.273       1340.975
             39        258.773       1236.044
             40        160.773       1330.264
             41        316.773        849.425
             42        101.773       1273.524
             43        402.273        973.455
             44        508.273        927.115
             45        233.773       1270.044
             46        335.773       1091.764
             47        141.273       1093.495
             48        151.273       1481.594
             49        239.273       1261.774
             50        274.773       1012.804
             51        281.273       1028.895
             52        187.273       1074.054
             53        384.773       1282.405
             54        178.773       1252.245
             55        348.773       1255.445
             56        222.273       1204.155
             57        259.773        958.405
             58        340.773        976.565
             59        261.273       1020.194
             60        651.773        502.025
             61        758.773        659.045
             62        223.773       1179.945
             63        126.773       1179.524
             64        392.773       1112.284
             65        186.273       1198.695
             66        455.773        922.465
             67        294.273       1389.574
             68        167.273       1285.854
             69        216.773       1264.925
             70        232.773       1111.185
             71        131.273        969.395
             72        159.273       1159.475
             73        110.273       1246.834
             74        218.273       1263.715
             75        225.273       1434.235
             76        151.773        985.525
             77        843.273        530.215
             78        814.773        557.205
             79        831.773        220.325
             80        845.273        301.435
             81       1071.273        221.295
             82        809.273        600.975
             83        230.646       1165.361
             84        131.773       1445.324
             85        212.773       1377.985
             86        256.773       1102.324
             87        263.773       1153.344
             88        327.273       1123.455
             89        252.773       1213.384
             90        262.773        992.485
             91        360.773       1135.764
             92        332.773       1070.685
             93        293.773       1205.145
             94        214.773        942.705
             95        184.273       1320.475
             96        156.273       1196.895
             97        869.773        508.005
             98        900.273        416.735
             99        230.646       1165.361
            100        186.773       1224.124
            101        312.773       1114.985
            102        235.773       1325.764
            103        345.773       1408.364
            104        281.273       1124.895
            105        125.773        913.665
            106        179.773       1262.604
            107        189.773       1206.205
            108        204.273       1063.675
            109        224.773       1275.804
            110        204.273       1249.175
            111        152.773       1138.384
            112        170.773       1308.364
            113        173.773       1273.945
            114        160.273       1204.834
            115        174.773       1317.304
            116        261.273       1371.695
            117        143.773       1149.645
            118        219.773       1058.005
            119        172.773       1132.584
            120        255.273       1073.534
            121        212.773       1136.485
            122        286.773       1039.124
            123        183.273       1170.114
            124        110.273       1110.334
            125        262.273       1227.054
            126        139.273       1236.774
            127        257.773       1036.185
            128        303.273        985.815
            129        198.273       1085.514
            130        130.773       1133.965
            131        243.273        819.215
            132        895.273         21.935
            133       1135.773        -22.235
            134       1020.773         54.865
            135        821.273         24.295
            136        836.273         27.195
            137        230.646       1165.361
            138        130.773       1171.465
            139        177.773       1119.384
            140        272.773       1223.584
            141        307.773       1226.685
            142        171.773       1029.725
            143        208.273       1364.614
            144        145.773       1217.864
            145        301.773        965.525
            146        234.773       1416.405
            147        178.273       1200.314
            148        330.773       1086.965
            149        184.773       1156.405
            150        180.773       1068.465
            151        308.273       1311.114
            152        215.273       1357.634
            153        295.773       1005.865
            154         50.273       1202.235
            155        236.773       1365.624
            156         51.273        951.095
            157        161.773       1142.124
            158        230.773       1038.965
            159        352.773       1137.884
            160        236.773       1280.124
            161        256.773       1265.824
            162        247.773       1240.584
            163        278.273       1284.314
            164        230.646       1165.361
            165        875.273        188.235
            166        994.773        309.005
            167       1082.273        222.255
            168        615.773        290.065
            169        869.273        313.075
            170       1001.273        257.095
            171        996.773        139.225
            172        719.773        126.005
            173        823.273        379.515
            174        839.273        580.275
            175        944.773        151.505
            176        191.273       1104.995
            177        198.273       1382.514
            178        216.273       1087.495
            179        210.273       1350.834
            180        277.273       1059.955
            181       1132.773        326.685
            182        961.773        260.625
            183       1127.773        299.385
            184        287.273        935.055
            185        201.773       1108.524
            186        305.773       1073.965
            187        356.273       1117.895
            188        159.273       1227.975
            189        328.273        990.315
            190        604.273        910.675
            191        214.773       1254.705
            192        127.273       1409.455
            193        402.773       1071.884
            194        927.273        275.455
            195        860.273        198.335
            196        950.773        307.165
            197        809.773        353.905
            198        882.273        163.255
            199        867.773        305.285
            200        915.273        142.135
            201       1063.773        397.345
            202        885.773        652.765
            203        706.773        286.825
            204        967.273        529.355
            205        168.773       1035.645
            206         86.273       1190.695
            207        176.773        975.025
