              1        234.682       1127.599
              2        226.182        978.289
              3        440.682       1079.259
              4        330.682        927.159
              5        204.182        854.869
              6        326.682        805.719
              7        269.682       1138.699
              8        352.682       1054.579
              9        220.682        977.559
             10        240.182       1017.829
             11        322.682        997.779
             12        272.682       1060.279
             13        373.182        873.709
             14        184.182       1004.669
             15        194.682       1133.699
             16        255.682        898.659
             17        193.182       1035.409
             18        125.682        795.359
             19        194.182        779.769
             20         64.182        859.969
             21        155.182       1018.729
             22        269.682        901.699
             23        154.182       1129.869
             24        345.682        815.059
             25        208.182        981.809
             26        248.182       1101.709
             27        274.182       1041.069
             28        829.682        244.299
             29        911.682        264.819
             30        873.182        142.209
             31        786.182        189.389
             32        987.682        231.679
             33       1013.182         90.109
             34        994.182        212.269
             35       1033.682         26.739
             36       1043.182        134.409
             37        892.182        213.549
             38       1091.682        216.619
             39        861.182        137.889
             40        928.682        115.439
             41        835.182         58.529
             42        836.182        264.389
             43        934.682        148.599
             44       1028.182        237.009
             45        152.182        856.649
             46        215.682       1247.259
             47        172.682        843.779
             48        176.182        937.289
             49        285.182       1181.529
             50        179.682        869.299
             51        329.182       1224.369
             52        238.182       1092.609
             53        244.682       1002.699
             54        174.682       1008.499
             55        360.182        852.029
             56        349.682       1021.499
             57        227.182        837.649
             58        319.682        954.199
             59        183.182       1162.809
             60        239.182       1084.969
             61        107.682        832.379
             62        257.182        975.449
             63        102.682       1050.079
             64        116.682       1154.619
             65        110.682        825.959
             66        153.182        976.509
             67        120.682       1020.559
             68        143.682       1170.339
             69        118.682        745.339
             70        130.182        834.729
             71        106.182       1047.589
             72        174.682        907.499
             73        175.682        894.359
             74        284.682        968.599
             75        156.682        780.519
             76        330.182        825.729
             77         30.182        761.229
             78        226.182       1076.789
             79        301.182        858.789
             80         58.682        843.239
             81        174.182       1010.069
             82         59.682        756.599
             83        187.682       1169.179
             84        132.182        959.949
             85         98.682        773.139
             86        116.682       1236.119
             87        163.682        975.039
             88         54.682        827.799
             89         78.182        877.009
             90        150.182       1110.429
             91        108.182       1157.309
             92        178.682       1155.939
             93        119.682        897.699
             94        126.682       1260.719
             95        210.182       1099.529
             96        168.682       1221.339
             97         21.682       1114.419
             98        172.182       1145.849
             99         77.682        925.079
            100        176.682        901.719
            101        168.182        990.409
            102         75.682        891.359
            103        177.182        891.149
            104        155.182        955.229
            105        136.682       1053.819
            106         41.182        942.189
            107        157.682        819.379
            108        211.682        891.319
            109        230.682       1246.159
            110        179.182       1144.869
            111        110.682       1245.459
            112         95.682        973.059
            113        159.182        939.169
            114        151.682       1000.719
            115         96.682        935.419
            116        204.182       1122.369
            117         68.682        834.839
            118        141.682       1180.619
            119        197.182        926.349
            120        249.682        875.999
            121        147.682       1244.779
            122        168.182       1079.409
            123        210.182        989.529
            124        149.182       1206.569
            125        290.682       1154.759
            126        354.182       1208.869
            127        168.682       1046.339
            128        250.682       1180.859
