    exampleTrace1    exampleTrace1    exampleTrace2    exampleTrace2    exampleTrace3    exampleTrace3
          -27.945          -39.869          -71.318           21.439           48.273           67.015
          -55.245           24.953           -6.818           61.409           14.773          156.205
          -26.645           43.249           37.182           21.749          -70.727          110.175
          -42.245           29.433           29.682           37.299           13.273          140.415
          -42.645           26.889          -32.818           80.549           25.773          148.665
          -18.645            4.829          -10.818           43.969           24.773          222.805
           45.355          -16.831          -17.318          -12.121           -8.227          107.425
           27.055           50.431          -70.318          -38.201          -42.727          162.255
          -24.645           -6.631          -18.818            8.589           16.773           69.425
           38.055           -2.409          -11.318           56.539           33.773          171.545
          -12.245          -16.767          -37.818           54.749          -51.727          104.515
          -29.645           45.369           -4.818           40.129           -5.227          160.005
          -32.245            2.033            7.682           -0.621           45.773          127.865
           -9.245            3.213           58.682           75.739           50.773           55.165
          -49.645           22.469          120.682          -31.941           12.773          167.985
           -3.945           -6.229           18.682           13.839          -30.727          142.575
           -3.645           38.729           50.682           21.359           39.273          117.275
          -51.645            0.149           31.682           28.519           62.773           45.985
          -25.945            2.551          -71.818           32.009           81.773           79.825
          -46.245          -20.007          -33.818           23.689          -24.227           61.665
          -27.645           55.389          -44.318          -11.841           23.273          119.015
           11.055           -1.629           16.682           -7.381           -9.227            8.065
          -26.245           51.593          -71.318           -0.061          -33.727           67.995
          -25.245          -49.247          -76.818           16.209           29.273          225.675
          -14.245            5.513         -112.818            2.749           -6.727            9.215
           -5.945          -27.949          -75.318           28.499          -22.727          102.955
           30.055          -15.289           25.182           -5.071           -8.227          124.425
            0.055           -9.489          -19.818          -10.271           77.273           87.955
            2.755           -3.867          -37.818           -7.251          -35.727          165.275
          -38.245            5.873          -71.318           25.939           94.273          215.075
          -38.245           38.273          -28.818           20.489            9.773           77.405
            6.055           34.071           18.682          -10.661          -44.727          129.535
           11.055          -10.029            2.182           29.149           36.273          126.695
          -41.245           53.293           -6.318           -6.661          -37.227          189.485
          -24.245            8.913           55.182           30.229           31.273           90.895
           -0.645           -1.691           18.182          -14.591           42.773           59.785
           38.355          -26.451           12.182          -15.251           20.773          157.865
           55.755          -13.887           -9.318           44.259            5.273          212.535
          -11.245           -4.507          -18.818            5.089           -3.727           78.295
           83.055           26.591          -27.318           13.779          100.273          139.235
           10.355          -34.531           29.682           17.799            8.773          210.545
           41.055           -7.829          -62.818           14.749           -2.727          233.155
          -27.945            4.431            9.182          -38.831          -16.227           54.045
          -64.945           24.311           -3.318          -20.581            4.273           61.675
          -13.645           -1.871            4.682           21.799          -32.727          144.355
           32.055           12.031          101.182           26.289           -9.727          172.635
          -19.245           -3.787         -100.318           -7.501           51.273          133.595
          -57.245           16.933           59.682          -38.401          -35.727          160.775
           -4.645          -24.131          -40.318           43.599          -21.727           60.315
          -39.645            2.769          -89.318          110.459           17.273          139.355
           -2.945           58.631           45.182          -35.871          -26.227          148.945
           62.355           -9.811          -73.818           -6.211           60.773           80.265
          -20.945           12.451          -81.818            9.409          -12.227           59.485
            2.355           57.189          -14.818           34.029          -27.227           40.085
           23.755           -7.807           23.182            8.709            0.273          178.235
          -29.645            9.669           20.682           56.559           22.273          143.655
           29.055           -9.849          -28.818          -10.511           16.273          116.995
            8.755           -7.307          -26.818           -5.291           73.273          138.515
          -35.945           26.951          -28.818           -6.011            8.273           90.115
          -62.645           14.289           86.182            7.389          -83.727           91.495
          -15.645          -23.891          -69.818          -26.771           83.273           17.615
          -55.645           26.009           42.682           34.979           -3.727          124.795
          -21.945           -4.009          -86.318          -25.461           -7.227           91.785
           53.755          -10.607           46.682           34.919          -19.227          177.965
          104.755          -36.447          -57.318           19.979           27.273           83.455
          -29.645           41.669          -60.818           70.969           33.273          119.615
          -16.645           26.249          -36.818           11.109          -17.727          119.255
           18.755           -7.707           13.182          -19.391          -22.227          148.885
          -23.645           28.529          -45.818           34.869          -26.727           50.515
            4.355           11.909          -17.318          -14.621          -27.727          237.655
          -39.245           49.013          -34.318          -21.241           -1.227           60.945
          -48.945           19.371           68.682           13.339          -34.227          118.565
          -50.945           41.051           24.682           31.999           24.773          101.805
          -45.945           69.351           -4.818           -4.371           13.273           30.415
           14.055           24.551          -32.818           -6.451          105.273           76.535
           -1.245            3.693          -29.818          -11.371           19.773          104.005
           -9.245           36.213          -65.818           28.669          -11.727          185.915
           -9.245          -27.487          -84.818          -29.171           53.773           55.745
           89.355          -51.291           89.182            3.969           11.273           70.195
           22.055           -0.869            4.182           -6.131          -12.727          211.055
            5.055           15.511           -0.818            0.069           44.773          118.505
           27.355          -21.311          -33.318           18.119           30.773          109.965
            0.355          -39.831          -46.818           55.009          -12.727          159.555
          -66.645           -9.451          106.182           27.589           22.773          126.585
          -29.245           -9.387          -42.818          -12.551           -4.227           75.865
          -69.245           29.213          -38.818           11.889          -13.227          132.625
          -73.645            9.229          -95.318           39.799          -18.727          213.895
          -71.645          -12.051            4.682            2.299          -28.727          119.795
          -12.945          -30.669          -11.818           19.109           39.273           33.775
          -38.645           10.929           -9.818           -4.171            4.773           57.605
           20.055          -16.889          -64.818           34.529           -4.227           55.865
           38.755           -1.207          -25.818           44.069           33.273          187.115
           79.355           22.809          155.182           48.229           -2.727          159.155
          -30.945           31.551          -37.818            1.749           90.773          204.065
           -8.945           15.771            8.182           36.309           35.773           27.265
          -20.945          -19.149           18.682          -14.161           43.273           34.215
          -28.945           29.571          -40.318           48.099          -33.727          152.995
           28.355          -28.751          -56.318           31.839          -11.227          122.845
           63.755          -13.707            2.182           -9.851           -8.227          189.925
           -1.245           18.093          -64.818           38.029           67.773          135.785
           39.055           75.451           26.682           -7.281          -24.227          131.665
           51.055           -0.229          -57.818            1.549          -10.227           50.205
           27.755            9.033           -2.318           37.779           -5.727          190.075
          -42.645           72.889           38.682          -15.961           -7.227          169.285
           -5.945            3.351         -100.318           41.999            5.773           23.465
           -8.945            3.171           -3.818            0.989          -11.727          -14.585
          -16.245           52.193           35.682           61.959           73.273          136.015
          -33.645           -7.371          130.182          -37.771          -11.227           55.345
          -51.245          -14.307          122.682          -25.221           20.773           87.365
           22.755            4.033          127.682           37.579           24.773           91.305
          -29.945           10.411          -12.818           -2.251          -13.227           66.125
           27.755          -30.967           -5.818           61.769           50.273          131.735
          -17.945           39.431           39.182          -22.031          -47.227          134.885
           53.055          -10.209            3.682          -28.561           37.773           89.985
           -3.245          -25.327          -26.318           -8.361            1.773           57.025
          -63.245           16.073           75.182          -58.071           27.273           81.955
           32.355          -30.311           20.682          -24.441           78.773           60.745
           -1.645            2.449          -10.318           58.399          -51.727          211.015
           17.755          -43.967           -4.818            4.129          -11.727          101.915
          -23.245           58.473            7.182          -24.551           -7.727           69.355
          -38.945            5.371          120.182          -45.371           85.773           14.765
           -6.645          -20.551          -33.818           -2.311          -19.227           37.965
            4.055          -12.649           35.182          -18.471           52.773           85.385
          -21.945            4.991            8.182           -1.691           32.773           91.685
           48.055           -5.509           -3.818          -29.011          -10.227          146.705
          -28.645           -5.471          -24.818            9.929           -3.727           70.295
           55.355          -22.531          -24.818           -3.571            4.273            2.175
          -34.645            2.769          -22.318          -29.921           40.273           47.635
           37.355           32.289          -26.818           27.209            2.273          121.455
          -47.245           -6.167          -35.318            9.899          -25.727          200.375
          -38.945          -20.329           -6.818          -14.091          -30.227           68.005
          103.755          -18.307          -28.818           13.989           -1.227          202.445
          -79.245           -9.987          -13.818           21.889           62.273           60.055
           62.755           14.433          -83.318          -36.381          -15.227          188.905
          -32.245            5.733          -31.318           40.339           -9.227          189.565
          -41.645          -24.651          -19.818           52.729          -25.727          101.375
          -20.645            1.109           -9.318           -1.241           -0.727          142.375
          -27.945           53.431           12.182          -15.251           24.273           66.875
           25.755          -55.387            0.682          -35.641          -49.227          143.165
           21.355          100.229          -29.318           -0.441           32.773          -17.815
          -20.245           -4.947          -44.318          -20.841           -6.227           23.145
           -0.245           74.553           -5.318           -6.301           17.273          134.855
          -26.245          -13.107          -78.818           -7.511           67.773          108.785
          -67.945           18.031          -43.818            0.589          -30.227          166.505
          -31.945          -23.309           -7.818            7.549           66.273           79.995
           -5.945           21.351          -29.318           11.559           45.273          153.935
           39.755           37.953          -44.318           60.159          -14.227           66.765
          -63.245          -15.927           14.182          -25.531            0.273          108.735
           60.355           -4.531          -19.318            6.659           15.273          127.135
          -16.645           12.549         -107.818           -5.951            1.273          234.095
           18.055           -0.309           17.682           27.979           44.273          155.075
            5.055           -1.189          -58.318           20.119           19.773           67.505
            2.755           43.833          -15.818           65.669           51.273           92.595
          -16.945          -18.409           16.682            8.619           84.273          171.475
          -33.945          -20.729           22.682          -24.721           11.273           32.695
           46.055          -38.929          -47.818           -5.351           19.773           83.505
           23.755           27.193          -15.818           56.169          -22.727          199.455
          -40.245           18.153          -53.818            9.989           33.773          168.045
           36.055           43.171            5.182          -20.771           -9.727           78.635
          -54.645           -0.131           22.682          -28.721           39.773            6.705
           83.055          -34.709          -64.818           16.029           33.773           70.545
          -25.645            8.509          -72.318           28.079           15.273           73.635
          -69.645           18.669          101.682            0.719           -3.227          119.725
           22.755          -27.267          -27.818           -2.151          -29.727           97.935
          -25.645           27.509          -19.318          -17.341          -37.727          171.555
          -60.245           -0.047          -75.818           46.569           -4.227          145.365
          -13.945            1.471          -25.318            8.999           -9.727          121.635
          -32.245           -8.567          -25.318          -16.001           -2.227          133.085
            6.055           -2.329          -41.818           31.809           70.773           66.365
           -7.645           40.989          -95.318            6.299           35.273           35.335
           -1.245           40.393          -37.818           33.249          -25.227          120.305
           -8.945           12.471           32.182           20.449          -39.227           52.265
           12.355          -33.211          -62.818            7.749          -13.227           75.125
          -53.945          -18.229           45.182           24.629          -25.227           54.305
          -81.945            1.991          -17.818          -12.551          -33.727           57.495
           31.055            8.871          -62.818           -4.251          -40.227           70.405
          -24.645           35.669          -56.818           34.409          116.273           31.995
           15.055            9.411          -62.818           23.249           34.773           99.405
            5.055          -26.789            5.182          -46.271           93.273           99.215
          -29.945          -22.289           86.182          -28.111           52.773           89.385
           20.355           15.369          -43.818           -7.411            7.773          124.685
          -26.645           20.949          -15.818           26.669           -3.227          110.725
          -82.945           15.531           -9.818           -4.171           59.273          196.975
          -23.945            3.871          -19.818           17.729            1.273          114.095
           35.755          -12.787          -64.818           71.029          -35.727           71.775
            3.755           23.693          -62.318           18.679           40.773           84.065
           -7.945           23.631          -31.318           35.339           56.773           30.325
           13.755            3.593          -45.318          -36.701           -4.727           83.935
           23.055           31.691          -54.318          -14.441          -13.727          142.195
          -14.945           38.311           59.682          -39.901           71.773          138.225
           -7.645           57.589            7.682          -16.621          -42.727          131.755
           -1.945          -38.809           42.182           27.049           15.273          118.635
          -49.245           13.413            9.682           13.599           66.273           89.495
          -32.645           -3.511          -24.818           45.929          -36.227          152.845
            8.755           15.993           20.182           19.629           36.273          129.195
          -33.645           -2.371           -8.818          -25.311           21.273           79.795
           52.355          -11.411           23.682          -15.361          -41.727          143.115
           15.755           -8.987           19.182          -22.731           43.273           60.215
          -20.245           74.353           31.182           15.589           -4.227          144.865
          -22.945           49.431          -13.318           36.819          -14.227           95.265
           -5.945           23.051         -108.318          -19.881          -25.727          292.375
          -64.645          -15.731           52.182           27.149           10.773          135.265
           37.055          -20.269          -58.818           35.689           22.773          108.585
           -4.245           -9.887           24.182           -0.431           35.273          145.335
            1.355          -28.971            2.182           14.649           50.273          173.735
           60.055            2.111          -47.318           42.579           76.773          116.025
          -42.245           52.833          -22.818           57.649           50.273          154.735
            1.055           60.371           -8.818           32.689           39.773          174.705
           51.355          -27.271          -31.818           13.909          -35.227          152.205
          -18.245          -15.927          -93.318           39.019           61.773          116.625
          -41.245           35.993            5.682          -35.841            8.773          140.545
          -17.245           -8.367           -1.818           17.709           52.273          101.455
           74.055          -23.849          -62.318           20.179          -33.227          146.425
          -13.945           -8.829            9.182            3.169          -19.227          149.965
          -42.245           16.833          -76.818           43.709           29.773          119.605
           26.055          -16.129          -50.818          -19.431          139.273          107.775
           -4.645           24.569          -95.318           33.299          -17.227          153.685
          -69.945           -6.989          -39.818            0.029           22.773          123.085
            7.055          -13.069          -63.318          -39.181            8.273           97.115
           20.355           32.069          -72.818           12.149           24.273           23.375
           59.055          -15.749            2.182           47.149          -33.727          166.995
           -0.645           22.009          150.682           13.859           34.273           82.975
          -27.645           81.089          -38.318           13.819           35.273           -5.165
          -38.945            7.671           11.682           72.319          -22.727          183.455
           96.055           14.471          -51.818          -20.791           43.273          146.715
            9.355          -24.391           15.182          -37.671           41.273            4.995
          -46.645           55.449          -43.818           36.089           -6.727          125.215
           72.755          -21.667            3.182          -40.491            6.273          161.395
           -4.945           -7.089          -42.818          -18.551          -13.727          246.695
          -72.645            1.389           89.182           19.969           -4.227          159.865
           95.355          -14.831          -23.318           -5.281          -11.227          116.345
           37.355            7.689          -39.818           -6.471           24.273           83.375
            5.755          -18.887          -18.818          -33.411          -14.727          111.335
          -29.245           36.613          -52.318           29.779           45.773          102.365
            2.055           21.931          -45.318           -6.701           31.773          136.325
          -31.945          -44.309          -11.318          -29.461           41.773          138.925
            4.055           32.951          -79.818          -15.371            2.273          237.455
          -63.945           -5.129           48.182            2.709           10.273          196.835
          -82.645           -7.511          -70.318           55.799           23.773          132.945
            6.355           73.329          -32.318           55.979          -45.727           59.175
          -40.945          -10.349          -17.318           60.379           91.273          147.495
          -37.645           -7.211          -59.818            9.329           82.273           29.755
          -23.945           16.271           23.182            0.709           30.773          109.965
           35.355          -21.731          -34.318           44.259            9.273           76.975
            4.755           25.853          -20.318           81.299          -15.227          188.905
          -16.245           31.793           10.182           46.029           56.273           34.895
          -50.245           23.953           -5.818          -18.231           17.273           80.855
           53.355           -2.251          -35.318           35.399          139.273           42.775
          -87.645           14.189           -7.318           46.979          -50.227          115.305
           -1.645            2.449           -6.818            8.409          113.273           72.915
           71.755            5.873          -52.318           66.279           -6.727           95.215
          -34.945           61.411           33.182           10.809           10.273          125.835
          -45.945           27.351          -62.318           22.179          -34.727          178.635
          -63.245           33.073           16.682          -18.881          -11.227          146.345
         -110.645           89.009           -1.318           11.139          -17.727           37.755
           23.755          -15.807           46.682          -28.081            2.773          170.385
          -40.645           13.209          -22.318           -5.921           52.273          206.955
           51.355            1.029          -46.818            7.509          -20.727          130.675
            7.755           -7.867          -46.318           17.439           59.273          111.975
          -35.945           47.251          -13.818           27.889           45.773           74.365
          -57.245           60.533          -20.318           -0.201            1.273           60.095
          -18.645          -15.871           -4.818           35.129           -5.227           80.005
           24.355           24.509          -26.818           10.709           -7.727          133.355
          -48.245          -14.327            0.682            7.359          -42.727          138.255
           60.055          -53.889          -39.318           -2.541           27.773           57.885
          -64.945          -34.389          -19.818           15.229          -52.227           65.085
          -35.945           66.951           21.682           51.919            4.773          104.605
          -26.245            9.893           46.682           15.419          -23.727           95.595
          -23.245          -38.527          -25.318           28.999          -37.727           72.055
          -37.645          -25.811           -0.318           32.999           -5.227          144.005
          -21.245          -21.807           14.182          -24.531           20.773          113.865
          -13.945           -7.529            0.682          -16.641           42.273           90.855
           24.055           30.151          -59.818           12.329          -65.227          143.405
          -16.945            4.291          -45.318          -25.701          -38.227           81.625
           28.755           75.493          -11.318           37.539           21.273          176.295
          -22.945          -16.869          -63.318           13.819          -12.727           68.055
          -32.645          -18.211          -68.818           32.089           27.773          258.885
          -62.945           17.331           44.182           46.269           53.273           87.815
          -92.645           19.889          -33.818            6.689          -38.727           93.695
          -61.945           29.891           -2.318          -32.721           40.773           96.565
            4.755            0.553          -36.318           45.039            0.773          119.665
           69.355          -39.191          -49.818            4.429           10.773          103.265
          -38.245           -0.127          -79.818           11.629           39.273           50.775
           30.055           -3.289            9.182          -17.331           15.773          101.065
          -35.245           18.853          -41.318           37.239           -3.727          103.795
          -38.645           -7.371           41.182            2.689           12.273          152.555
           -9.645          -20.131            1.682          -27.281          -20.227          144.605
           -8.645           27.129          -42.318           -6.621          -16.227           99.545
           -3.945           14.071          -20.818           34.869           12.773          122.485
          -11.645           65.549          -86.818          -10.391          -13.227           96.125
          -54.245           12.513         -105.818          -26.731            0.273           65.735
          -16.645           30.849          -97.818          -10.851          -20.227          127.105
          -61.245            0.793           23.182           20.709           -9.227          214.065
          -21.645            0.249          -27.318           42.279           94.773          -18.495
          -41.645            7.349           -5.818          -14.731           13.773           27.345
            0.055           -1.789           -4.818           59.129          -53.227          157.225
          -11.945          -16.409          -33.318           48.119           98.273           69.515
            0.755          -12.187          -52.318          -17.721           44.273           66.575
          -16.645            1.249          -48.818          -37.211           41.273          -16.005
           10.755           20.713          -37.818           11.749           40.773           20.565
           11.355           17.929          -10.318           47.399           18.273           70.215
          -27.945           -6.169          -42.818           -9.051           75.773           83.165
          -31.945           -4.309           76.682          -12.781           18.273           25.215
          -18.945          -20.129          -88.318           25.819           27.273          128.455
          -54.245          -13.487           60.682           12.459           -3.227           81.225
          -74.245           46.313          -57.318           36.979           22.273           58.155
           13.355            2.349          -36.318            6.539           61.773           84.125
          -56.645           -0.151          -63.818          -23.111           -6.727           97.715
          -24.945          -24.589          -54.318           10.059           62.773          120.485
          -22.945           52.131          -13.318          -17.181            0.773          113.665
          -81.945          -28.309          -32.818          -33.451            3.773          289.245
          -60.245          -31.347           46.682          -16.581           72.273           94.155
          -13.945           52.471          -46.818           25.509          -39.727          185.335
           -1.245          -10.307          -21.818            7.509           -1.727           84.515
           -8.245          -39.327          -50.818          -39.431           49.773           58.805
          -28.245          -25.527            8.682          -41.761          -28.727           40.295
          -36.645            0.349          -66.318           35.239          -12.727           69.555
         -106.945          -12.109          -55.818           31.269           11.273          178.195
          -43.945          -36.929           57.182            3.449          -32.727           83.855
          -27.945          -28.569           -0.318           -4.501           24.273           78.875
           63.755          -48.707          -34.318            8.759          -29.727          150.935
            2.355           43.189          -15.818           -7.831          -15.227           35.405
          -17.245          -22.067            4.182          -27.131           67.273           97.855
          -41.645           27.349          -37.818           71.249            1.273          241.095
          -51.645          -22.851          -77.818           -4.651           47.773           16.585
           61.355          -15.671          -42.318           85.379          -25.727          101.375
            0.055          -43.489           56.182           25.089           29.273          -14.325
          -32.945           -9.469           57.682           21.879          -29.227          196.865
          -49.645           21.469          -18.818           51.589           42.773           93.785
          -79.645          -19.931            2.682           11.079            7.273          113.255
          -47.645           30.589          -23.318           57.719           40.773          101.065
          -61.645           22.549           64.182          -43.031          -24.727           99.235
          -41.645          -29.251          -21.318          -28.061           54.773          100.105
          -23.945           -0.429           77.682           28.079           -9.227           97.565
           82.755           -0.067            2.682           -8.921           -1.727          129.015
          -25.645           21.109          -32.318           18.479          -28.227           46.725
          -18.945           15.871          -61.318           -0.961          -27.727          183.155
          -41.245           51.993          -35.318           25.899           20.773          189.365
          -29.945          -19.289           64.182          -35.031          -37.727          100.055
          -75.645           26.109          -27.318            8.779           -6.227           30.645
           -0.945           -4.649          -42.818           19.449           -8.727          113.995
           -5.645          -18.991           23.682           12.139           85.273           45.335
            1.355            8.329          -58.318           11.119            7.273          133.755
          -47.945           -5.069           23.682           32.639           -0.727          103.875
          -59.245           21.213            8.682          -22.761           36.773           34.125
           45.755          -15.887          -69.318           60.659          -44.727          161.535
          -67.245           21.633           54.682          -18.701            6.273          109.395
          -52.945           10.331           62.682           -1.821            6.773          116.825
          -78.645          -26.771          -16.818            4.809            4.273          123.175
          -46.245           27.393          112.182          -21.251           -7.227           85.285
          -41.245           47.993           18.182           34.409            1.773           83.025
           43.055           24.191           14.682           75.399           -4.727          115.435
          -54.945           17.911          -72.318           41.079            8.773          112.045
          -44.645           17.769          -75.818           -6.431          -13.727          190.195
          -11.945           -3.409           65.682          -24.241          -28.727          141.795
          -25.645           16.809           52.182           33.649           41.273          143.995
          -54.645           48.869          -22.818          -12.851           10.273          116.835
           39.055          -46.249           -0.818            6.069           22.273           47.655
          -75.945          -12.149          -29.818           58.629          -48.227           86.025
           37.755          -15.367          -10.818          -15.031          -51.727          229.015
          -25.245           40.453          -25.318           19.499           51.273          201.595
          -37.245           49.733          -88.318           43.319           47.273          119.155
          -37.645           23.489           -4.818          -29.371           -7.227          113.285
          -31.245           -2.707          -81.318           10.839           39.773           20.705
          -36.945            1.691          -88.318           44.319          -35.227          144.705
           -2.645          -27.411            6.682           53.519           43.773           53.145
           48.755           66.093          -51.318           51.639          -29.727          177.435
           18.055           17.391          -47.818           -7.351           52.273          -49.545
           -0.245            5.953           -4.318           -7.941           47.773          110.085
          -13.645            3.829           15.682          -25.241          -21.727          181.815
          -17.645            2.989          -64.318          -11.541           64.273           57.775
          -53.645          -22.571           -6.818           25.909           79.773           63.605
           27.755            5.033          -52.818           19.849           31.273          129.395
            5.055           24.511          -12.318            9.679          -17.227           61.685
          -32.245            4.433          -29.818           -5.871          -19.227          163.965
          -20.245           41.753          -35.818           37.469           51.773          136.525
           -1.245           -4.907          -33.818           -5.311           11.773           97.625
          -76.245            1.593          -46.818           -8.991           51.273           97.095
          -55.245          -13.747           20.182          -13.871            9.773          158.905
          -52.945           28.331          -13.318           21.819           90.773           78.065
            0.055          -22.489          -43.818           45.089           11.773          -22.375
          -23.645          -28.471           -7.818          -22.951          -30.227          155.005
           -7.945           -8.369          111.182          -30.111           12.773           65.985
            7.755           20.133           54.682          -28.701          118.773           52.145
          -44.245          -19.887          -49.318          -20.141          -13.227           78.125
          123.355           -4.351          -13.818          -52.611          -13.227          146.625
          -19.945          -28.989            3.682          -11.561           17.273           29.855
           -9.245           -7.787           83.182            3.309           -9.227          136.065
           -9.945          -20.689            3.682          -28.061           -2.227          205.085
          -76.945           -6.309           26.182          -16.711          -38.727          -20.805
          -56.645           -5.151          -71.818           23.509           -3.727           59.795
           -9.245            7.513           39.182          -15.531           53.273          183.315
          -28.945           42.271           99.682          -11.001          -32.227          166.285
           -5.945           11.051           79.182          -21.131          -24.727          266.235
          -52.245           18.833           57.682          -42.621            4.773          123.105
           -4.945            6.611          -55.318          -19.801           -4.227           78.365
           34.355          -28.591           21.682          -12.081          -10.727          111.775
          -91.645          -14.951          -66.818           50.809           89.773           74.705
           10.355            5.769         -100.818            0.069          107.273           36.755
            4.355            0.309          -23.818           13.789          -83.727           57.995
           -2.645           -9.411          -59.818           15.829           30.773           16.965
          -29.245           34.313          -47.318           59.579          -29.227           13.865
           52.355          -25.411          -52.818           90.849           -8.227            6.925
          -43.645           -1.371           11.182          -14.611          -32.727           -1.645
          -75.245          -14.947          -68.318           99.519           -0.727           30.875
           20.355          -38.331          -34.818           15.329          -57.227           32.285
          -22.645           11.089          -75.318          -12.001           58.773          -55.955
          -13.245            8.073            6.182          -12.911           12.773          -16.515
           53.755          -31.307          -81.818          -16.091          -23.727           -1.905
          -55.245          -12.047          -16.318            7.239           93.773           -3.855
          -22.645          -14.611          -42.318           -4.121           39.773           33.705
           -6.945           -7.109           -0.818            5.569           28.773           31.245
           12.755           20.133          -26.818          -32.291            9.273           28.975
           23.055          -44.309           75.182          -40.071            3.273           89.815
          -38.645          -38.671          -22.818            5.649            5.773          -25.535
          -59.245          -35.487          -44.818            2.729          -23.227           12.025
          -73.245           -5.227           26.682            4.719          -21.227           21.245
          -30.245          -29.847          -71.818           28.009          -16.227          -45.955
           36.055          -38.129          -23.818          -11.711          101.273          -45.405
          -40.645          -33.391          -73.818           32.789           25.273          -14.765
          -11.645           -0.151          -25.318          -15.001            9.273          -59.025
            8.355           11.749          -65.818           12.169           15.273            1.635
           15.755          -11.687          -51.818          -38.791           40.273          -26.365
          -45.945           68.951          -23.318           16.219          -22.727           26.455
           17.055          -13.169          -14.818           21.529            2.273           27.955
           21.755          -18.527            4.182          125.869           15.773          -14.935
          -47.945          -17.069           32.682           -1.121          -38.727           35.695
          -26.945          -18.009          -36.818           -3.391           10.773           31.765
          -14.245            3.213           47.182          -40.151           -4.727          -23.065
          -46.645           26.049            2.682           -4.421          -40.227            9.405
          -61.945          -16.409           -7.818           40.049          -40.727           -7.025
          -26.945            0.691          -37.818           46.749          -51.227          -26.055
          -33.245          -13.127          -23.818           -0.211           25.273          -60.265
          -10.245           15.653          -63.818            0.389          -24.727           51.735
          -32.645          -10.511          -78.318            8.919          -52.727          -14.845
          -32.245           29.733           40.182           -2.171          -15.727          -36.025
            2.055           -4.069           20.182           -5.371           -4.727          -29.565
          -15.945           37.151          -91.818          -16.691           36.773           -6.375
          -24.645          -55.631          -23.318            5.719            2.273          -26.045
            1.055          -16.629          -75.818           25.069           17.273          -57.645
           -9.945           32.611            6.182            6.089           14.773           -3.795
           25.755          -20.387          -25.318            3.499           12.773           15.985
          -61.245           25.793          -45.318           11.299           68.273          -13.785
          -67.945          -21.569          -19.818            5.729          -11.227           -9.155
          -51.645          -31.251          -63.318           29.819            7.273           -9.745
          -44.945          -22.189           45.682            6.559           43.773          -47.355
          -36.945           -4.909          -65.318           31.599           65.773          -15.435
           -0.245           34.253          -67.318           28.879            2.773          -52.615
           23.055          -31.309          -37.818           37.749           14.773           24.205
          -64.645           -7.031          -14.818          -21.471           -3.227           -4.775
          -25.245          -14.247          -58.818           29.189           -9.727           86.635
           12.355           -6.211          -88.318           22.819           48.273           39.015
          -17.645          -15.311          -34.818           19.829           11.773           10.125
          -46.645           20.049          -76.818          -25.291           17.273           -9.145
           -1.245          -16.907           -7.318          -16.021          -22.727           48.955
          -15.645            0.709          -63.818           86.889           48.773           49.445
          -44.245           -5.887          -28.318          -22.081           62.773          -21.515
          -68.645          -21.171            6.182          -13.411          -14.727           -8.665
           -5.245          -48.747          -39.318          -34.541            1.273           30.595
          -75.645          -17.891          -58.318           27.119           16.773          -21.575
          -30.645          -27.791          -11.818           -8.391          -14.727           -5.665
            7.355           18.189          -51.318            4.139           96.773          -11.775
          -50.245            5.953          -35.318           25.899           91.773          -36.075
           27.355           17.689          -61.318           72.539          -65.227           -8.095
           31.755          -36.227          -30.318            2.699           -7.227           24.285
            4.755           15.553          -91.318          -17.261           92.273          -58.645
          -16.945           26.291            6.682          -25.981           11.273          -12.805
           15.055           -5.889          -86.318           52.539           -0.727           36.875
          -41.245           76.993           59.182          -31.331           62.273          -41.945
           18.355          -31.351          -13.818          -45.111           21.273          -42.705
          -66.645           -8.451          -45.318          -30.201           38.773          -26.655
          -11.945           11.891          -15.318          -16.401          -35.727           56.775
          -49.945           -0.489           -1.318          -19.861          -36.727           40.415
           25.055           30.011          -78.818           10.989           13.273           25.915
          -52.645           23.589           71.682          -33.581           32.773           18.185
           68.755          -38.107           24.682          -48.501           -2.727          -36.845
          -53.645           -8.271          -44.318           -5.841          -10.227          -37.295
           35.055          -42.389            5.182          -12.271          -23.727           51.095
           15.755           16.313          118.182          -25.591           27.773           52.385
          -10.945            6.051          -52.318           18.779          -20.727            6.175
           38.755           -6.507           22.682           37.779           39.773           -7.295
          -21.245          -11.807          -53.318           63.919           21.273           -5.705
           16.055            1.971          -32.818          -16.451          -61.227          -32.155
           22.355           35.089          -34.818           -4.171            2.273          -22.545
          -58.245           24.073          -24.818           25.929           -5.227           14.005
