            129        198.273       1085.514       0.845556       0.831177
            130        130.773       1133.965       0.896601       0.831177
            131        243.273        819.215       0.771035       0.831177
            132        895.273         21.935       0.023915       0.243102
            133       1135.773        -22.235      -0.019968       0.243102
            134       1020.773         54.865       0.051007       0.243102
            135        821.273         24.295       0.028732       0.243102
            136        836.273         27.195       0.031495       0.243102
            137        230.646       1165.361       0.834760       0.831177
            138        130.773       1171.465       0.899578       0.831177
            139        177.773       1119.384       0.862952       0.831177
            140        272.773       1223.584       0.817709       0.831177
            141        307.773       1226.685       0.799426       0.831177
            142        171.773       1029.725       0.857034       0.831177
            143        208.273       1364.614       0.867586       0.831177
            144        145.773       1217.864       0.893100       0.831177
            145        301.773        965.525       0.761877       0.831177
            146        234.773       1416.405       0.857815       0.831177
            147        178.273       1200.314       0.870684       0.831177
            148        330.773       1086.965       0.766690       0.831177
            149        184.773       1156.405       0.862231       0.831177
            150        180.773       1068.465       0.855293       0.831177
            151        308.273       1311.114       0.809636       0.831177
            152        215.273       1357.634       0.863137       0.831177
            153        295.773       1005.865       0.772769       0.831177
            154         50.273       1202.235       0.959862       0.831177
            155        236.773       1365.624       0.852238       0.831177
            156         51.273        951.095       0.948848       0.831177
            157        161.773       1142.124       0.875931       0.831177
            158        230.773       1038.965       0.818251       0.831177
            159        352.773       1137.884       0.763344       0.831177
            160        236.773       1280.124       0.843910       0.831177
            161        256.773       1265.824       0.831359       0.831177
            162        247.773       1240.584       0.833526       0.831177
            163        278.273       1284.314       0.821915       0.831177
            164        230.646       1165.361       0.834760       0.831177
            165        875.273        188.235       0.176994       0.243102
            166        994.773        309.005       0.237007       0.243102
            167       1082.273        222.255       0.170372       0.243102
            168        615.773        290.065       0.320217       0.243102
            169        869.273        313.075       0.264791       0.243102
            170       1001.273        257.095       0.204308       0.243102
            171        996.773        139.225       0.122557       0.243102
            172        719.773        126.005       0.148981       0.243102
            173        823.273        379.515       0.315529       0.243102
            174        839.273        580.275       0.408774       0.243102
            175        944.773        151.505       0.138199       0.243102
            176        191.273       1104.995       0.852443       0.831177
            177        198.273       1382.514       0.874573       0.831177
            178        216.273       1087.495       0.834117       0.831177
            179        210.273       1350.834       0.865305       0.831177
            180        277.273       1059.955       0.792651       0.831177
            181       1132.773        326.685       0.223840       0.243102
            182        961.773        260.625       0.213208       0.243102
            183       1127.773        299.385       0.209777       0.243102
            184        287.273        935.055       0.764979       0.831177
            185        201.773       1108.524       0.846010       0.831177
            186        305.773       1073.965       0.778383       0.831177
            187        356.273       1117.895       0.758323       0.831177
            188        159.273       1227.975       0.885188       0.831177
            189        328.273        990.315       0.751042       0.831177
            190        604.273        910.675       0.601126       0.831177
            191        214.773       1254.705       0.853844       0.831177
            192        127.273       1409.455       0.917179       0.831177
            193        402.773       1071.884       0.726870       0.831177
            194        927.273        275.455       0.229025       0.243102
            195        860.273        198.335       0.187355       0.243102
            196        950.773        307.165       0.244181       0.243102
            197        809.773        353.905       0.304126       0.243102
            198        882.273        163.255       0.156146       0.243102
            199        867.773        305.285       0.260247       0.243102
            200        915.273        142.135       0.134418       0.243102
            201       1063.773        397.345       0.271946       0.243102
            202        885.773        652.765       0.424276       0.243102
            203        706.773        286.825       0.288673       0.243102
            204        967.273        529.355       0.353698       0.243102
            205        168.773       1035.645       0.859872       0.831177
            206         86.273       1190.695       0.932439       0.831177
            207        176.773        975.025       0.846524       0.831177
